x,score,time,homeOraway,opponent,3pt %,3pt %_op,3pts,3pts_op,3pt attempts,3pt attempts_op,2pt %,2pt %_op,2pts,2pts_op,2pt attempts,2pt attempts_op,rebounds,rebounds_op,offensive rebs,offensive rebs_op,defensive rebs,defensive rebs_op,free throws %,free throws %_op,free throws,free throws_op,free throw atps,free throw atps_op,assists,assists_op,steals,steals_op,blocks,blocks_op,turnovers,turnovers_op,fouls,fouls_op
20.0,111.0,2016-02-24,1,PHI,39.0,30.0,11.0,7.0,28.0,23.0,51.0,43.0,28.0,26.0,55.0,60.0,50.0,40.0,10.0,10.0,40.0,30.0,65.0,69.0,22.0,18.0,34.0,26.0,22.0,18.0,10.0,8.0,1.0,4.0,-16.0,-14.0,-19.0,-24.0
13.0,110.0,2016-01-27,1,PHI,24.0,37.0,5.0,7.0,21.0,19.0,49.0,51.0,34.0,32.0,70.0,63.0,51.0,38.0,21.0,9.0,30.0,29.0,71.0,71.0,27.0,12.0,38.0,17.0,15.0,24.0,9.0,6.0,2.0,7.0,-10.0,-16.0,-19.0,-27.0
12.0,107.0,2015-12-11,0,PHI,37.0,33.0,10.0,6.0,27.0,18.0,50.0,48.0,33.0,30.0,66.0,62.0,48.0,44.0,17.0,13.0,31.0,31.0,69.0,71.0,11.0,17.0,16.0,24.0,18.0,22.0,9.0,5.0,9.0,5.0,-14.0,-21.0,-21.0,-16.0
5.0,127.0,2015-12-02,1,PHX,44.0,42.0,12.0,14.0,27.0,33.0,53.0,52.0,32.0,33.0,60.0,64.0,50.0,36.0,13.0,10.0,37.0,26.0,61.0,93.0,27.0,14.0,44.0,15.0,24.0,28.0,10.0,7.0,1.0,3.0,-18.0,-15.0,-20.0,-33.0
8.0,100.0,2015-11-06,0,PHX,36.0,33.0,8.0,10.0,22.0,30.0,56.0,44.0,29.0,27.0,52.0,62.0,47.0,46.0,6.0,11.0,41.0,35.0,50.0,62.0,18.0,8.0,36.0,13.0,15.0,14.0,8.0,8.0,3.0,3.0,-15.0,-16.0,-21.0,-29.0
20.0,123.0,2016-03-06,1,POR,55.0,36.0,12.0,11.0,22.0,31.0,52.0,51.0,32.0,24.0,62.0,47.0,45.0,31.0,10.0,3.0,35.0,28.0,82.0,96.0,23.0,22.0,28.0,23.0,22.0,18.0,7.0,8.0,1.0,0.0,-12.0,-13.0,-23.0,-23.0
17.0,120.0,2015-11-08,0,POR,37.0,36.0,11.0,9.0,30.0,25.0,55.0,63.0,36.0,32.0,66.0,51.0,46.0,40.0,18.0,7.0,28.0,33.0,68.0,67.0,15.0,12.0,22.0,18.0,16.0,24.0,13.0,5.0,5.0,2.0,-9.0,-22.0,-16.0,-22.0
7.0,115.0,2016-03-18,1,SAC,43.0,27.0,12.0,4.0,28.0,15.0,50.0,56.0,32.0,36.0,64.0,64.0,49.0,35.0,16.0,7.0,33.0,28.0,83.0,83.0,15.0,24.0,18.0,29.0,25.0,21.0,7.0,8.0,6.0,4.0,-15.0,-11.0,-22.0,-20.0
-9.0,92.0,2015-11-11,0,SAC,28.0,56.0,9.0,9.0,32.0,16.0,44.0,48.0,25.0,28.0,57.0,58.0,45.0,46.0,14.0,7.0,31.0,39.0,75.0,75.0,15.0,18.0,20.0,24.0,16.0,20.0,10.0,7.0,3.0,2.0,-16.0,-18.0,-20.0,-20.0
-16.0,81.0,2016-03-02,0,SAS,33.0,21.0,6.0,3.0,18.0,14.0,42.0,57.0,25.0,40.0,60.0,70.0,42.0,41.0,7.0,5.0,35.0,36.0,56.0,89.0,13.0,8.0,23.0,9.0,19.0,25.0,3.0,8.0,1.0,6.0,-15.0,-8.0,-13.0,-20.0
-10.0,99.0,2016-01-12,1,SAS,26.0,36.0,6.0,5.0,23.0,14.0,47.0,51.0,32.0,36.0,68.0,71.0,41.0,49.0,11.0,11.0,30.0,38.0,65.0,82.0,17.0,22.0,26.0,27.0,22.0,20.0,8.0,9.0,2.0,5.0,-12.0,-17.0,-24.0,-20.0
13.0,114.0,2016-02-28,1,TOR,52.0,48.0,12.0,10.0,23.0,21.0,60.0,49.0,29.0,29.0,48.0,59.0,38.0,32.0,7.0,8.0,31.0,24.0,74.0,72.0,20.0,13.0,27.0,18.0,28.0,21.0,2.0,5.0,1.0,1.0,-10.0,-5.0,-20.0,-24.0
-14.0,89.0,2016-02-08,1,TOR,29.0,55.0,8.0,11.0,28.0,20.0,54.0,56.0,28.0,28.0,52.0,50.0,39.0,36.0,11.0,2.0,28.0,34.0,53.0,82.0,9.0,14.0,17.0,17.0,22.0,22.0,7.0,11.0,2.0,2.0,-16.0,-15.0,-18.0,-22.0
-4.0,107.0,2016-01-30,0,TOR,31.0,29.0,9.0,4.0,29.0,14.0,51.0,50.0,30.0,32.0,59.0,64.0,40.0,45.0,11.0,13.0,29.0,32.0,59.0,75.0,20.0,35.0,34.0,47.0,9.0,12.0,10.0,9.0,6.0,3.0,-11.0,-13.0,-29.0,-20.0
3.0,95.0,2016-01-25,0,UTA,50.0,31.0,11.0,9.0,22.0,29.0,43.0,45.0,23.0,25.0,53.0,56.0,42.0,49.0,7.0,12.0,35.0,37.0,49.0,83.0,16.0,15.0,33.0,18.0,19.0,18.0,7.0,5.0,1.0,4.0,-10.0,-13.0,-18.0,-26.0
5.0,92.0,2015-10-28,1,UTA,37.0,17.0,7.0,2.0,19.0,12.0,42.0,52.0,23.0,33.0,55.0,63.0,43.0,38.0,8.0,4.0,35.0,34.0,74.0,71.0,25.0,15.0,34.0,21.0,16.0,15.0,2.0,4.0,4.0,5.0,-10.0,-12.0,-20.0,-25.0
